CustomerID,Contract,"Payment Method","Tenure Months","Total Revenue",Gender,Age,"Internet Type","Customer Status","Churn Category"
9971-ZWPBF,Month-to-month,"Electronic check",34,4054.36,Male,70,"Fiber Optic",Stayed,
4989-LIXVT,Month-to-month,"Electronic check",68,7840.76,Male,66,"Fiber Optic",Stayed,
3143-JQEGI,Month-to-month,"Electronic check",13,1454.59,Female,52,"Fiber Optic",Churned,Competitor
5536-SLHPM,Month-to-month,"Electronic check",55,5525.7,Female,38,"Fiber Optic",Churned,Competitor
4905-JEFDW,"One year","Electronic check",11,470.6,Male,39,DSL,Churned,Competitor
2737-WFVYW,Month-to-month,"Electronic check",2,95.5,Female,28,DSL,Churned,Dissatisfaction
9560-BBZXK,"Two year","Bank transfer (automatic)",36,1126.35,Female,61,Cable,Stayed,
7302-ZHMHP,Month-to-month,"Mailed check",1,41.52,Female,35,None,Joined,
8208-EUMTE,"Two year","Mailed check",16,916.15,Male,45,DSL,Stayed,
3429-IFLEM,"Two year","Credit card (automatic)",71,6842.3,Female,48,DSL,Stayed,
3748-FVMZZ,Month-to-month,"Electronic check",4,162.45,Male,33,DSL,Stayed,
1084-MNSMJ,"Two year","Credit card (automatic)",51,6152.38,Female,63,DSL,Stayed,
8970-ANWXO,"One year","Mailed check",23,2562.29,Female,37,DSL,Stayed,
3307-TLCUD,Month-to-month,"Mailed check",17,592.75,Male,36,Cable,Stayed,
8332-OSJDW,"One year","Mailed check",12,856.75,Male,54,None,Stayed,
0794-YVSGE,"Two year","Bank transfer (automatic)",72,3356.67,Male,29,None,Stayed,
3392-EHMNK,"Two year","Credit card (automatic)",67,7066.6,Female,53,"Fiber Optic",Stayed,
7746-QYVCO,"One year","Mailed check",16,1194.44,Male,57,Cable,Stayed,
8378-LKJAF,Month-to-month,"Credit card (automatic)",38,4877.06,Male,34,"Fiber Optic",Stayed,
9565-AXSMR,"Two year","Mailed check",52,3174.27,Male,19,None,Stayed,
5849-ASHZJ,"One year","Credit card (automatic)",27,1020,Male,26,None,Stayed,
0581-MDMPW,Month-to-month,"Credit card (automatic)",24,3130.91,Female,63,"Fiber Optic",Stayed,
1017-FBQMM,"One year","Credit card (automatic)",62,7636.6,Female,47,"Fiber Optic",Stayed,
9451-WLYRI,"One year","Credit card (automatic)",53,3441.17,Female,50,None,Stayed,
9419-IPPBE,"One year","Electronic check",51,5569.75,Female,21,"Fiber Optic",Stayed,
0064-YIJGF,Month-to-month,"Bank transfer (automatic)",27,2611.02,Male,60,"Fiber Optic",Stayed,
2542-HYGIQ,Month-to-month,"Credit card (automatic)",1,58.79,Female,58,None,Joined,
8259-DZLIZ,"One year","Bank transfer (automatic)",64,4492.33,Female,53,DSL,Stayed,
9360-OMDZZ,Month-to-month,"Electronic check",24,3162.93,Male,60,"Fiber Optic",Stayed,
0584-BJQGZ,Month-to-month,"Bank transfer (automatic)",25,2539.15,Female,19,Cable,Stayed,
3094-JOJAI,Month-to-month,"Mailed check",18,1465.84,Male,63,"Fiber Optic",Stayed,
1427-VERSM,Month-to-month,"Electronic check",56,6061.5,Female,62,"Fiber Optic",Stayed,
4020-KIUDI,Month-to-month,"Credit card (automatic)",6,281.23,Male,54,None,Stayed,
8735-SDUFN,"Two year","Bank transfer (automatic)",72,2403.66,Female,65,None,Stayed,
8065-BVEPF,Month-to-month,"Bank transfer (automatic)",65,7681.1,Male,80,"Fiber Optic",Stayed,
9611-CTWIH,Month-to-month,"Electronic check",3,288.9,Female,56,"Fiber Optic",Churned,Competitor
7623-TRNQN,Month-to-month,"Mailed check",1,89.5,Male,34,DSL,Churned,Price
8627-ZYGSZ,"One year","Electronic check",47,5507.79,Male,32,"Fiber Optic",Stayed,
6556-DBKZF,"Two year","Electronic check",71,6103.85,Female,38,"Fiber Optic",Stayed,
5886-VLQVU,Month-to-month,"Bank transfer (automatic)",35,4050.25,Male,30,"Fiber Optic",Stayed,
5394-MEITZ,"Two year","Bank transfer (automatic)",60,5786.7,Female,26,Cable,Stayed,
4598-ZADCK,"One year","Electronic check",53,2879.2,Female,34,DSL,Stayed,
1839-FBNFR,"Two year","Bank transfer (automatic)",39,2125.03,Female,35,None,Stayed,
7876-DNYAP,"Two year","Credit card (automatic)",69,2015.86,Female,29,None,Stayed,
2081-VEYEH,Month-to-month,"Electronic check",3,356.58,Male,42,"Fiber Optic",Joined,
6695-FRVEC,"Two year","Bank transfer (automatic)",67,5412.09,Male,60,Cable,Stayed,
3638-VBZTA,"Two year","Bank transfer (automatic)",68,6664.75,Male,62,DSL,Stayed,
2546-KZAAT,"One year","Mailed check",52,4406.25,Male,28,DSL,Stayed,
2538-OIMXF,Month-to-month,"Mailed check",1,94.7,Female,29,Cable,Joined,
9537-VHDTA,Month-to-month,"Mailed check",1,54.18,Female,42,Cable,Joined,
3948-KXDUF,"Two year","Bank transfer (automatic)",66,5801.87,Male,64,Cable,Stayed,
3148-AOIQT,"Two year","Credit card (automatic)",69,4831.63,Female,23,None,Stayed,
3629-WEAAM,Month-to-month,"Mailed check",8,874.37,Female,19,DSL,Stayed,
0840-DFEZH,Month-to-month,"Electronic check",7,740.84,Female,63,"Fiber Optic",Stayed,
5968-VXZLG,Month-to-month,"Bank transfer (automatic)",2,91.64,Male,45,DSL,Joined,
7691-KGKGP,Month-to-month,"Credit card (automatic)",53,3475.63,Male,31,DSL,Stayed,
1574-DYCWE,"Two year","Mailed check",51,1770.29,Female,60,None,Stayed,
2001-EWBQU,"Two year","Electronic check",60,8612,Female,23,"Fiber Optic",Stayed,
7402-PWYJJ,"One year","Electronic check",53,7248.04,Female,21,"Fiber Optic",Stayed,
0018-NYROU,Month-to-month,"Electronic check",5,444.75,Female,58,"Fiber Optic",Stayed,
9814-AOUDH,"Two year","Credit card (automatic)",53,2331.51,Male,29,None,Stayed,
7136-IHZJA,Month-to-month,"Mailed check",40,4012.8,Female,30,DSL,Stayed,
3970-XGJDU,"Two year","Credit card (automatic)",62,2613.51,Female,45,None,Stayed,
6574-MCOEH,"One year","Electronic check",33,3593.87,Female,47,Cable,Stayed,
9496-IVVRP,Month-to-month,"Bank transfer (automatic)",11,1134.94,Female,42,DSL,Stayed,
7435-ZNUYY,"One year","Mailed check",6,189.62,Male,24,None,Stayed,
0661-KQHNK,"One year","Credit card (automatic)",6,285.56,Female,38,None,Stayed,
2811-POVEX,Month-to-month,"Bank transfer (automatic)",23,2177.24,Female,74,"Fiber Optic",Stayed,
8058-DMYRU,Month-to-month,"Electronic check",54,5935.12,Male,69,"Fiber Optic",Stayed,
0141-YEAYS,Month-to-month,"Bank transfer (automatic)",27,2481.24,Female,77,"Fiber Optic",Stayed,
1371-WEPDS,"One year","Electronic check",40,3475.7,Male,71,DSL,Stayed,
4726-DLWQN,Month-to-month,"Bank transfer (automatic)",50,4816.1,Male,69,DSL,Stayed,
8053-WWDRO,Month-to-month,"Bank transfer (automatic)",6,336.5,Female,62,None,Churned,Competitor
7799-LGRDP,"Two year","Credit card (automatic)",43,2285.99,Female,42,None,Stayed,
4785-FCIFB,"Two year","Mailed check",61,2643.39,Female,20,None,Stayed,
4059-IIEBK,Month-to-month,"Bank transfer (automatic)",7,761.08,Female,51,"Fiber Optic",Stayed,
8361-LBRDI,"Two year","Credit card (automatic)",58,3663.81,Female,31,None,Stayed,
7115-IRDHS,"Two year","Bank transfer (automatic)",72,3588.29,Female,64,None,Stayed,
6265-FRMTQ,"Two year","Bank transfer (automatic)",31,1402.08,Male,56,None,Stayed,
3070-BDOQC,"Two year","Electronic check",60,6949.65,Female,38,"Fiber Optic",Stayed,
2040-XBAVJ,"Two year","Bank transfer (automatic)",72,9896.95,Male,51,"Fiber Optic",Stayed,
7243-LCGGZ,Month-to-month,"Mailed check",1,31.11,Female,28,None,Joined,
6481-ESCNL,Month-to-month,"Bank transfer (automatic)",29,3188.18,Female,33,"Fiber Optic",Stayed,
1790-NESIO,"Two year","Mailed check",13,346.58,Female,23,None,Stayed,
6988-CJEYV,Month-to-month,"Electronic check",49,7148.09,Male,56,"Fiber Optic",Stayed,
4674-HGNUA,"Two year","Credit card (automatic)",71,8681.58,Male,57,Cable,Stayed,
6029-CSMJE,Month-to-month,"Mailed check",17,440.2,Male,63,Cable,Stayed,
6060-QBMGV,"Two year","Credit card (automatic)",70,1634.03,Male,30,None,Stayed,
0174-QRVVY,"Two year","Credit card (automatic)",71,2500.75,Male,21,None,Stayed,
8885-QSQBX,Month-to-month,"Bank transfer (automatic)",1,60.38,Female,45,DSL,Joined,
9348-YVOMK,Month-to-month,"Credit card (automatic)",4,351.28,Male,28,DSL,Stayed,
4647-MUZON,Month-to-month,"Credit card (automatic)",18,2271.58,Female,56,"Fiber Optic",Stayed,
0096-BXERS,Month-to-month,"Electronic check",6,570.51,Female,30,Cable,Stayed,
1791-PQHBB,Month-to-month,"Credit card (automatic)",2,190.07,Female,28,Cable,Joined,
7036-ZZKBD,Month-to-month,"Credit card (automatic)",31,2804.1,Male,56,Cable,Stayed,
3556-BVQGL,"One year","Mailed check",20,799.45,Female,21,None,Stayed,
2272-WUSPA,"Two year","Electronic check",72,10612.98,Female,48,"Fiber Optic",Stayed,
7622-NXQZR,Month-to-month,"Credit card (automatic)",28,810.85,Male,29,DSL,Stayed,
0365-TRTPY,Month-to-month,"Bank transfer (automatic)",37,3816.31,Female,52,"Fiber Optic",Stayed,
6551-VLJMV,"Two year","Credit card (automatic)",34,829.28,Male,44,None,Stayed,
7502-BNYGS,Month-to-month,"Credit card (automatic)",46,4634.48,Female,29,DSL,Stayed,
8661-BOYNW,"Two year","Credit card (automatic)",72,6474.45,Female,38,DSL,Stayed,
2669-QVCRG,Month-to-month,"Credit card (automatic)",41,3511.68,Female,32,"Fiber Optic",Stayed,
3205-MXZRA,"One year","Credit card (automatic)",26,1591.76,Male,47,DSL,Stayed,
0970-QXPXW,Month-to-month,"Mailed check",1,62.07,Female,28,None,Joined,
8725-JEDFD,Month-to-month,"Mailed check",27,2714.99,Male,26,"Fiber Optic",Stayed,
5732-IKGQH,"One year","Bank transfer (automatic)",52,7509.25,Male,79,"Fiber Optic",Stayed,
7515-LODFU,"Two year","Credit card (automatic)",69,2779.08,Male,67,None,Stayed,
8777-MBMTS,"Two year","Credit card (automatic)",65,9097.35,Female,65,"Fiber Optic",Stayed,
3803-KMQFW,Month-to-month,"Mailed check",1,58.47,Female,25,None,Churned,Attitude
7638-QVMVY,Month-to-month,"Electronic check",7,705.58,Female,63,"Fiber Optic",Churned,Attitude
8610-WFCJF,Month-to-month,"Electronic check",49,7215.37,Female,53,"Fiber Optic",Churned,Competitor
7493-TPUWZ,Month-to-month,"Electronic check",1,103.63,Male,64,"Fiber Optic",Churned,Competitor
6304-IJFSQ,Month-to-month,"Mailed check",3,269.81,Male,63,Cable,Churned,Other
5575-GNVDE,"One year","Mailed check",34,2470.56,Male,46,DSL,Stayed,
6158-HDPXZ,Month-to-month,"Mailed check",1,25.35,Male,31,DSL,Joined,
6815-ABQFQ,"One year","Electronic check",56,6841.38,Male,53,"Fiber Optic",Stayed,
8270-RKSAP,Month-to-month,"Electronic check",9,964.29,Male,30,"Fiber Optic",Stayed,
2393-DIVAI,Month-to-month,"Mailed check",3,107.81,Female,40,None,Joined,
5125-CNDSP,"One year","Bank transfer (automatic)",63,2588.95,Male,48,DSL,Stayed,
4859-ZSRDZ,"Two year","Credit card (automatic)",58,3166.9,Female,58,Cable,Stayed,
9350-VLHMB,Month-to-month,"Bank transfer (automatic)",67,6785.15,Male,38,"Fiber Optic",Stayed,
1971-DTCZB,"Two year","Bank transfer (automatic)",72,9538.68,Female,52,DSL,Stayed,
9674-EHPPG,"Two year","Credit card (automatic)",46,1922.7,Male,63,DSL,Stayed,
5996-DAOQL,Month-to-month,"Mailed check",1,62.62,Male,28,None,Joined,
2181-TIDSV,"Two year","Bank transfer (automatic)",68,2646.25,Male,47,None,Stayed,
3913-RDSJZ,"Two year","Mailed check",64,4875.91,Female,40,None,Stayed,
4086-ATNFV,"One year","Mailed check",34,3727.77,Female,34,Cable,Stayed,
7688-AWMDX,"Two year","Bank transfer (automatic)",71,7208.92,Male,21,DSL,Stayed,
3620-EHIMZ,"Two year","Mailed check",52,1544.94,Female,44,None,Stayed,
4803-LBYPN,Month-to-month,"Mailed check",34,2104.19,Male,44,None,Stayed,
8161-QYMTT,Month-to-month,"Electronic check",7,752.89,Male,55,"Fiber Optic",Stayed,
2190-PHBHR,"Two year","Credit card (automatic)",72,8558.98,Female,22,"Fiber Optic",Stayed,
2931-SVLTV,Month-to-month,"Credit card (automatic)",40,4929.1,Male,59,"Fiber Optic",Stayed,
5743-KHMNA,"Two year","Bank transfer (automatic)",71,4672.78,Male,43,None,Stayed,
4194-FJARJ,"Two year","Bank transfer (automatic)",54,3734.57,Female,22,Cable,Stayed,
5928-QLDHB,Month-to-month,"Electronic check",9,997.6,Male,48,"Fiber Optic",Stayed,
1841-YSJGV,"Two year","Credit card (automatic)",72,10788.56,Male,58,"Fiber Optic",Stayed,
6339-DKLMK,Month-to-month,"Electronic check",13,389.95,Female,27,DSL,Stayed,
4654-ULTTN,"Two year","Credit card (automatic)",70,5895.4,Male,34,DSL,Stayed,
7452-FOLON,"One year","Bank transfer (automatic)",39,2774.68,Male,45,None,Stayed,
7233-DRTRF,Month-to-month,"Electronic check",63,7562.3,Male,47,"Fiber Optic",Stayed,
9214-EKVXR,Month-to-month,"Mailed check",1,70.15,Female,51,DSL,Joined,
7049-GKVZY,"One year","Credit card (automatic)",17,1603.08,Female,45,Cable,Stayed,
4003-FUSHP,Month-to-month,"Credit card (automatic)",19,1976.51,Male,62,Cable,Stayed,
0401-WDBXM,"Two year","Bank transfer (automatic)",72,8152.01,Male,22,"Fiber Optic",Stayed,
9529-OFXHY,Month-to-month,"Bank transfer (automatic)",15,1449.2,Male,20,"Fiber Optic",Stayed,
3855-ONCAR,Month-to-month,"Mailed check",4,430.46,Female,35,"Fiber Optic",Stayed,
1724-IQWNM,Month-to-month,"Mailed check",1,27.96,Male,37,None,Joined,
9700-ZCLOT,Month-to-month,"Mailed check",2,66.76,Male,46,None,Joined,
0508-SQWPL,"Two year","Bank transfer (automatic)",57,2607.89,Female,32,None,Stayed,
4501-VCPFK,Month-to-month,"Electronic check",26,1022.5,Male,25,Cable,Stayed,
4829-ZLJTK,"Two year","Electronic check",72,9143.41,Female,80,"Fiber Optic",Stayed,
9290-SHCMB,Month-to-month,"Electronic check",13,1582.39,Female,74,"Fiber Optic",Stayed,
1302-UHBDD,Month-to-month,"Electronic check",20,2617.65,Male,70,"Fiber Optic",Stayed,
9776-OJUZI,Month-to-month,"Bank transfer (automatic)",65,8329.95,Female,69,"Fiber Optic",Stayed,
2195-VVRJF,Month-to-month,"Credit card (automatic)",18,1083.14,Male,74,DSL,Stayed,
7134-HBPBS,"Two year","Bank transfer (automatic)",72,9708.69,Female,65,"Fiber Optic",Stayed,
5917-RYRMG,"One year","Credit card (automatic)",32,1416.18,Male,79,None,Stayed,
0423-UDIJQ,Month-to-month,"Mailed check",9,511.89,Male,74,DSL,Stayed,
2428-HYUNX,"Two year","Credit card (automatic)",44,930.41,Male,74,None,Stayed,
6121-TNHBO,"One year","Bank transfer (automatic)",63,6227.11,Female,71,DSL,Stayed,
7426-GSWPO,Month-to-month,"Bank transfer (automatic)",64,7777.45,Male,78,"Fiber Optic",Stayed,
5196-SGOAK,Month-to-month,"Electronic check",1,84.75,Female,39,"Fiber Optic",Churned,Attitude
0637-UBJRP,Month-to-month,"Electronic check",13,1460.29,Male,40,"Fiber Optic",Churned,Competitor
7551-DACSP,Month-to-month,"Mailed check",6,335.41,Male,49,DSL,Churned,Competitor
9489-DEDVP,"Two year","Credit card (automatic)",70,7008.95,Female,52,DSL,Stayed,
7083-MIOPC,"Two year","Credit card (automatic)",72,4616.82,Female,62,None,Stayed,
5730-DBDSI,"Two year","Bank transfer (automatic)",66,4259.44,Male,50,None,Stayed,
0048-LUMLS,"One year","Credit card (automatic)",37,4838.92,Male,23,"Fiber Optic",Stayed,
4883-KCPZJ,"Two year","Credit card (automatic)",22,1126.96,Female,30,None,Stayed,
8100-HZZLJ,Month-to-month,"Electronic check",43,2977.85,Female,26,Cable,Stayed,
6288-CHQJB,"Two year","Bank transfer (automatic)",54,5393.03,Female,21,DSL,Stayed,
8069-RHUXK,"Two year","Credit card (automatic)",67,2545.7,Female,55,Cable,Stayed,
5499-ECUTN,"One year","Credit card (automatic)",47,3369.77,Female,49,DSL,Stayed,
2637-FKFSY,Month-to-month,"Mailed check",3,138.13,Female,61,DSL,Joined,
4860-YZGZM,Month-to-month,"Electronic check",10,579.3,Male,27,None,Stayed,
6710-HSJRD,Month-to-month,"Electronic check",61,7883.67,Male,48,"Fiber Optic",Stayed,
4521-YEEHE,Month-to-month,"Electronic check",18,1907.07,Female,23,"Fiber Optic",Stayed,
5153-LXKDT,"Two year","Electronic check",68,8723.46,Male,51,"Fiber Optic",Stayed,
4781-ZXYGU,Month-to-month,"Bank transfer (automatic)",1,38.78,Male,25,None,Joined,
6217-TOWGS,Month-to-month,"Bank transfer (automatic)",17,1451.75,Female,29,DSL,Stayed,
4860-IJUDE,Month-to-month,"Credit card (automatic)",13,1347.43,Male,34,"Fiber Optic",Stayed,
1928-BXYIV,Month-to-month,"Electronic check",1,78.22,Male,47,DSL,Joined,
9102-OXKFY,"Two year","Credit card (automatic)",59,6035.47,Male,35,Cable,Stayed,
1355-KUSBG,Month-to-month,"Electronic check",7,413.5,Female,56,DSL,Stayed,
0997-YTLNY,Month-to-month,"Mailed check",19,1030.22,Female,59,Cable,Stayed,
6407-GSJNL,"Two year","Bank transfer (automatic)",51,3549.85,Female,56,None,Stayed,
5546-BYZSM,Month-to-month,"Electronic check",41,1410.28,Female,52,None,Stayed,
3544-FBCAS,"Two year","Credit card (automatic)",72,6883.78,Female,36,DSL,Stayed,
1635-HDGFT,"Two year","Mailed check",19,1048.03,Female,29,None,Stayed,
5146-YYFRZ,"Two year","Bank transfer (automatic)",67,2338.19,Male,32,None,Stayed,
7398-LXGYX,Month-to-month,"Credit card (automatic)",44,4523.55,Male,53,"Fiber Optic",Stayed,
3259-KNMRR,"Two year","Bank transfer (automatic)",57,4956.9,Male,72,DSL,Stayed,
8878-HMWBV,Month-to-month,"Electronic check",3,301.42,Male,47,DSL,Churned,Competitor
0520-FDVVT,"One year","Bank transfer (automatic)",35,5020.5,Male,26,"Fiber Optic",Churned,Price
7410-OIEDU,Month-to-month,"Mailed check",10,1371.15,Male,29,"Fiber Optic",Stayed,
3930-ZGWVE,Month-to-month,"Mailed check",1,35.52,Male,45,None,Joined,
4482-EWFMI,Month-to-month,"Electronic check",2,166.54,Female,54,"Fiber Optic",Joined,
9142-KZXOP,Month-to-month,"Credit card (automatic)",44,3033.75,Male,41,"Fiber Optic",Stayed,
3675-YDUPJ,Month-to-month,"Mailed check",10,212.85,Male,29,None,Stayed,
7982-VCELR,Month-to-month,"Credit card (automatic)",36,4242.43,Female,20,"Fiber Optic",Stayed,
6967-QIQRV,"One year","Electronic check",15,1819.05,Male,23,"Fiber Optic",Stayed,
7929-DMBCV,Month-to-month,"Mailed check",20,1911.5,Female,45,"Fiber Optic",Stayed,
8098-TDCBU,"Two year","Electronic check",42,2520.66,Female,55,None,Stayed,
8292-ITGYJ,"Two year","Bank transfer (automatic)",45,2043.75,Female,48,None,Stayed,
5816-JMLGY,"Two year","Bank transfer (automatic)",70,8502.45,Female,28,DSL,Stayed,
1087-GRUYI,"Two year","Bank transfer (automatic)",38,1008.36,Male,62,None,Stayed,
3689-MOZGR,Month-to-month,"Electronic check",29,926.2,Female,30,Cable,Stayed,
5781-BKHOP,"Two year","Bank transfer (automatic)",72,10335.01,Female,48,"Fiber Optic",Stayed,
9093-FPDLG,Month-to-month,"Electronic check",11,1104.62,Female,54,"Fiber Optic",Stayed,
6746-WAUWT,"One year","Credit card (automatic)",19,890.76,Male,62,None,Stayed,
4770-UEZOX,Month-to-month,"Electronic check",2,231.92,Male,19,"Fiber Optic",Joined,
7284-ZZLOH,"Two year","Credit card (automatic)",45,4333.4,Male,37,DSL,Stayed,
6823-SIDFQ,"One year","Credit card (automatic)",28,1665.62,Male,58,None,Stayed,
4324-AHJKS,Month-to-month,"Credit card (automatic)",5,424.55,Female,42,DSL,Stayed,
3441-CGZJH,"One year","Credit card (automatic)",43,2740.55,Female,46,DSL,Stayed,
5208-FVQKB,"Two year","Mailed check",70,6409.25,Male,41,DSL,Stayed,
2208-UGTGR,Month-to-month,"Electronic check",56,6196.49,Male,62,"Fiber Optic",Stayed,
8620-RJPZN,Month-to-month,"Electronic check",1,66.56,Female,27,None,Joined,
2027-WKXMW,Month-to-month,"Electronic check",63,8155.01,Female,49,"Fiber Optic",Stayed,
2252-ISRNH,"One year","Electronic check",9,1042.04,Male,22,"Fiber Optic",Stayed,
2105-PHWON,Month-to-month,"Credit card (automatic)",33,3409.37,Female,41,"Fiber Optic",Stayed,
4903-CNOZC,"One year","Credit card (automatic)",29,2800.67,Male,25,DSL,Stayed,
8044-BGWPI,Month-to-month,"Electronic check",12,712.85,Male,50,None,Stayed,
2990-OGYTD,"Two year","Bank transfer (automatic)",67,6098.25,Female,41,DSL,Stayed,
4537-DKTAL,Month-to-month,"Electronic check",2,178.2,Female,26,DSL,Joined,
9730-DRTMJ,"One year","Credit card (automatic)",32,2826.17,Male,26,DSL,Stayed,
0506-YLVKJ,"Two year","Mailed check",46,3029.77,Male,54,None,Stayed,
9782-LGXMC,Month-to-month,"Bank transfer (automatic)",49,4753.36,Female,35,DSL,Stayed,
8319-QBEHW,"One year","Bank transfer (automatic)",26,1023.75,Male,32,Cable,Stayed,
5872-OEQNH,"One year","Electronic check",60,2773.9,Female,29,DSL,Stayed,
7148-XZPHA,Month-to-month,"Electronic check",55,4978.2,Male,43,"Fiber Optic",Stayed,
6519-ZHPXP,"Two year","Bank transfer (automatic)",72,10685.12,Female,51,"Fiber Optic",Stayed,
0048-PIHNL,"One year","Bank transfer (automatic)",49,3330.32,Female,48,None,Stayed,
1930-WNXSB,Month-to-month,"Electronic check",58,8071.07,Male,38,"Fiber Optic",Stayed,
4801-JZAZL,Month-to-month,"Electronic check",11,319.21,Female,32,DSL,Stayed,
4323-OHFOW,"One year","Bank transfer (automatic)",70,9557.15,Female,72,"Fiber Optic",Stayed,
1981-INRFU,Month-to-month,"Electronic check",2,181.14,Female,44,"Fiber Optic",Churned,Competitor
6727-IOTLZ,"Two year","Mailed check",14,1254.13,Male,48,Cable,Stayed,
5160-UXJED,"One year","Mailed check",17,902.74,Male,27,Cable,Stayed,
